< 22:16:55.851.566        736      03 22 d1 00 00 00 00 00 
< 22:16:55.854.997        73e      04 62 d1 00 01 00 00 00 
< 22:16:55.887.435        736      03 19 02 8f 00 00 00 00 
< 22:16:55.904.251        73e      03 59 02 fb 00 00 00 00 
< 22:16:56.077.863        736      03 22 f1 0a 00 00 00 00 
< 22:16:56.083.436        73e      10 1b 62 f1 0a 47 4a 37 
< 22:16:56.084.393        736      30 00 00 00 00 00 00 00 
< 22:16:56.094.726        73e      21 54 2d 31 34 43 36 34 
< 22:16:56.103.491        73e      22 37 2d 41 41 00 00 00 
< 22:16:56.114.723        73e      23 00 00 00 00 00 00 00 
< 22:16:56.347.610        736      03 22 f1 13 00 00 00 00 
< 22:16:56.354.675        73e      10 1b 62 f1 13 47 4a 37 
< 22:16:56.355.235        736      30 00 00 00 00 00 00 00 
< 22:16:56.363.299        73e      21 54 2d 31 35 4b 38 36 
< 22:16:56.377.847        73e      22 36 2d 41 41 00 00 00 
< 22:16:56.383.482        73e      23 00 00 00 00 00 00 00 
< 22:16:56.565.001        736      03 22 f1 24 00 00 00 00 
< 22:16:56.577.401        73e      03 7f 22 31 00 00 00 00 
< 22:16:56.615.595        736      03 22 f1 88 00 00 00 00 
< 22:16:56.623.502        73e      10 1b 62 f1 88 47 4a 37 
< 22:16:56.624.056        736      30 00 00 00 00 00 00 00 
< 22:16:56.634.456        73e      21 54 2d 31 34 43 30 39 
< 22:16:56.643.299        73e      22 30 2d 41 41 00 00 00 
< 22:16:56.654.716        73e      23 00 00 00 00 00 00 00 
< 22:16:56.834.582        736      03 22 f1 11 00 00 00 00 
< 22:16:56.843.409        73e      10 1b 62 f1 11 44 47 39 
< 22:16:56.843.961        736      30 00 00 00 00 00 00 00 
< 22:16:56.855.094        73e      21 54 2d 31 34 46 31 35 
< 22:16:56.863.362        73e      22 39 2d 42 41 00 00 00 
< 22:16:56.877.862        73e      23 00 00 00 00 00 00 00 
< 22:16:57.100.718        736      03 22 f1 0a 00 00 00 00 
< 22:16:57.103.323        73e      10 1b 62 f1 0a 47 4a 37 
< 22:16:57.103.877        736      30 00 00 00 00 00 00 00 
< 22:16:57.114.660        73e      21 54 2d 31 34 43 36 34 
< 22:16:57.123.333        73e      22 37 2d 41 41 00 00 00 
< 22:16:57.134.626        73e      23 00 00 00 00 00 00 00 
< 22:16:57.369.928        736      03 22 de 00 00 00 00 00 
< 22:16:57.377.275        73e      07 62 de 00 28 52 00 00 
< 22:16:57.580.357        736      03 22 de 01 00 00 00 00 
< 22:16:57.583.433        73e      07 62 de 01 14 20 00 00 
< 22:16:57.797.224        736      03 22 de 02 00 00 00 00 
< 22:16:57.803.400        73e      07 62 de 02 01 00 02 00 
< 22:16:57.997.162        736      03 22 de 03 00 00 00 00 
< 22:16:58.003.472        73e      07 62 de 03 08 01 01 00 
< 22:16:58.182.426        736      03 22 de 04 00 00 00 00 
< 22:16:58.183.417        73e      07 62 de 04 00 30 20 03 
< 22:16:58.723.882        7e0      03 22 d1 00 00 00 00 00 
< 22:16:58.745.439        7e8      04 62 d1 00 01 00 00 00 
< 22:16:58.855.328        7e0      03 19 02 8f 00 00 00 00 
< 22:16:58.865.675        7e8      03 59 02 ff 00 00 00 00 
< 22:16:59.134.862        7e0      03 22 f1 13 00 00 00 00 
< 22:16:59.135.145        7e8      10 1b 62 f1 13 48 4a 37 
< 22:16:59.136.239        7e0      30 00 00 00 00 00 00 00 
< 22:16:59.165.182        7e8      21 41 2d 31 32 41 36 35 
< 22:16:59.194.993        7e8      22 30 2d 44 41 00 00 00 
< 22:16:59.225.347        7e8      23 00 00 00 00 00 00 00 
< 22:16:59.457.980        7e0      03 22 f1 88 00 00 00 00 
< 22:16:59.464.935        7e8      10 1b 62 f1 88 48 4a 37 
< 22:16:59.465.492        7e0      30 00 00 00 00 00 00 00 
< 22:16:59.495.566        7e8      21 41 2d 31 34 43 32 30 
< 22:16:59.525.078        7e8      22 34 2d 46 46 00 00 00 
< 22:16:59.555.541        7e8      23 00 00 00 00 00 00 00 
< 22:16:59.770.499        7e0      03 22 f1 11 00 00 00 00 
< 22:16:59.795.149        7e8      10 1b 62 f1 11 48 53 37 
< 22:16:59.795.895        7e0      30 00 00 00 00 00 00 00 
< 22:16:59.824.913        7e8      21 41 2d 31 32 42 36 38 
< 22:16:59.855.493        7e8      22 34 2d 4a 41 00 00 00 
< 22:16:59.885.846        7e8      23 00 00 00 00 00 00 00 
< 22:17:00.108.932        7e0      03 22 de 00 00 00 00 00 
< 22:17:00.125.037        7e8      10 83 62 de 00 ff ff ff 
< 22:17:00.125.602        7e0      30 00 00 00 00 00 00 00 
< 22:17:00.155.471        7e8      21 ff ff ff ff ff ff ff 
< 22:17:00.185.176        7e8      22 ff ff ff ff ff ff ff 
< 22:17:00.215.477        7e8      23 ff ff ff ff 2a ff ff 
< 22:17:00.244.994        7e8      24 ff ff ff ff ff ff ff 
< 22:17:00.277.152        7e8      25 ff ff ff 0f ff 5f 38 
< 22:17:00.304.873        7e8      26 ff 2f 14 ff ff ff ff 
< 22:17:00.335.414        7e8      27 ff 1f 1f ff 3f ff ff 
< 22:17:00.364.983        7e8      28 ff ff ff ff ff ff ff 
< 22:17:00.395.086        7e8      29 ff ff ff ff ff ff ff 
< 22:17:00.424.816        7e8      2a ff ff ff ff ff ff ff 
< 22:17:00.455.504        7e8      2b ff ff ff ff ff ff ff 
< 22:17:00.485.170        7e8      2c ff ff ff ff ff ff ff 
< 22:17:00.515.232        7e8      2d ff ff ff ff ff ff ff 
< 22:17:00.544.791        7e8      2e ff ff ff ff ff ff ff 
< 22:17:00.577.138        7e8      2f ff 1e 59 ff ff ff ff 
< 22:17:00.605.065        7e8      20 ff ff ff ff ff ff ff 
< 22:17:00.635.072        7e8      21 ff ff ff ff ff ff ff 
< 22:17:00.664.820        7e8      22 ff ff 40 f1 ff ff 00 
< 22:17:00.765.044        7e0      03 22 de 01 00 00 00 00 
< 22:17:00.785.218        7e8      10 83 62 de 01 0c 05 00 
< 22:17:00.785.846        7e0      30 00 00 00 00 00 00 00 
< 22:17:00.815.377        7e8      21 fb f6 f4 f4 f6 fa fa 
< 22:17:00.844.898        7e8      22 f8 f1 f2 f0 f0 ee ef 
< 22:17:00.877.352        7e8      23 f0 ef f2 fd ed eb ec 
< 22:17:00.904.770        7e8      24 f2 f1 f2 f5 f7 fa 0f 
< 22:17:00.935.303        7e8      25 08 00 f9 f6 f9 fe 04 
< 22:17:00.964.901        7e8      26 0a 0d f2 ee ef f4 f6 
< 22:17:00.995.042        7e8      27 f8 f8 f9 fb fd 0d 04 
< 22:17:01.024.764        7e8      28 f5 f2 ef eb e9 eb ee 
< 22:17:01.055.326        7e8      29 ee 08 17 0d 0b 00 45 
< 22:17:01.085.303        7e8      2a 4a 37 50 20 37 30 30 
< 22:17:01.115.003        7e8      2b 30 20 4c 41 20 20 36 
< 22:17:01.144.722        7e8      2c 36 20 41 34 39 31 32 
< 22:17:01.177.084        7e8      2d 20 31 35 30 38 31 37 
< 22:17:01.204.909        7e8      2e 37 32 32 37 30 31 35 
< 22:17:01.234.977        7e8      2f 39 36 36 31 37 32 32 
< 22:17:01.264.736        7e8      20 36 32 35 32 36 30 21 
< 22:17:01.295.302        7e8      21 00 24 00 03 64 ba 02 
< 22:17:01.324.936        7e8      22 01 06 03 00 bf a2 00 
< 22:17:43.942.583        7df      02 09 02 00 00 00 00 00 
< 22:17:43.951.459        7e8      10 14 49 02 01 35 4c 4d 
< 22:17:43.952.043        7e0      30 00 00 00 00 00 00 00 
< 22:17:43.981.054        7e8      21 43 4a 33 44 39 30 4a 
< 22:17:44.011.392        7e8      22 55 4c 30 31 35 31 39 
< 22:18:58.151.348        7e0      03 22 f4 42 00 00 00 00 
< 22:18:58.166.136        7e8      05 62 f4 42 3a 23 00 00 
< 22:18:58.354.554        7e0      03 22 f4 0c 00 00 00 00 
< 22:18:58.374.561        7e8      05 62 f4 0c 13 67 00 00 
< 22:19:06.742.950        720      03 22 f4 7f 00 00 00 00 
< 22:20:35.540.961        7e0      03 22 f4 0c 00 00 00 00 
< 22:20:35.566.245        7e8      05 62 f4 0c 13 b2 00 00 
< 22:20:41.237.867        7d0      03 19 02 8f 00 00 00 00 
< 22:20:41.247.256        7d8      03 59 02 cb 00 00 00 00 
< 22:20:41.439.699        726      03 19 02 8f 00 00 00 00 
< 22:20:41.443.280        72e      03 59 02 ca 00 00 00 00 
< 22:20:41.496.371        723      03 19 02 8f 00 00 00 00 
< 22:20:41.503.686        72b      03 59 02 ca 00 00 00 00 
< 22:20:43.204.338        746      03 19 02 8f 00 00 00 00 
< 22:20:47.045.298        734      03 19 02 8f 00 00 00 00 
< 22:20:50.543.180        736      03 19 02 8f 00 00 00 00 
< 22:20:50.562.173        73e      03 59 02 fb 00 00 00 00 
< 22:20:50.605.859        7e0      03 19 02 8f 00 00 00 00 
< 22:20:50.626.357        7e8      03 59 02 ff 00 00 00 00 
< 22:20:50.680.013        7df      03 02 02 00 00 00 00 00 
< 22:20:50.689.737        7e8      05 42 02 00 00 00 00 00 
< 22:20:51.894.787        7df      01 07 00 00 00 00 00 00 
< 22:20:51.914.783        7e8      02 47 00 00 00 00 00 00 
< 22:20:53.097.922        7df      01 0a 00 00 00 00 00 00 
< 22:20:53.114.588        7e8      02 4a 00 00 00 00 00 00 
< 22:21:01.783.723        7e0      03 19 02 20 00 00 00 00 
< 22:21:01.814.632        7e8      03 59 02 ff 00 00 00 00 
< 22:22:01.549.936        7e0      03 22 f4 0c 00 00 00 00 
< 22:22:01.568.987        7e8      05 62 f4 0c 0d 5f 00 00 
< 22:22:08.891.687        7d0      04 14 ff ff ff 00 00 00 
< 22:22:08.910.847        7d8      01 54 00 00 00 00 00 00 
< 22:22:09.930.445        7d0      03 19 02 8f 00 00 00 00 
< 22:22:09.931.083        7d8      03 59 02 cb 00 00 00 00 
< 22:22:09.999.676        726      04 14 ff ff ff 00 00 00 
< 22:22:10.036.876        72e      03 7f 14 78 00 00 00 00 
< 22:22:10.337.060        72e      01 54 00 00 00 00 00 00 
< 22:22:11.352.355        726      03 19 02 8f 00 00 00 00 
< 22:22:11.357.081        72e      03 59 02 ca 00 00 00 00 
< 22:22:11.410.647        723      04 14 ff ff ff 00 00 00 
< 22:22:11.443.012        72b      03 7f 14 78 00 00 00 00 
< 22:22:11.582.996        72b      01 54 00 00 00 00 00 00 
< 22:22:12.602.235        723      03 19 02 8f 00 00 00 00 
< 22:22:12.602.941        72b      03 59 02 ca 00 00 00 00 
< 22:22:17.999.094        746      04 14 ff ff ff 00 00 00 
< 22:22:20.526.144        746      03 19 02 8f 00 00 00 00 
< 22:22:33.575.966        734      04 14 ff ff ff 00 00 00 
< 22:22:36.086.201        734      03 19 02 8f 00 00 00 00 
< 22:22:55.569.509        736      04 14 ff ff ff 00 00 00 
< 22:22:55.574.845        73e      01 54 00 00 00 00 00 00 
< 22:22:56.584.121        736      03 19 02 8f 00 00 00 00 
< 22:22:56.603.463        73e      03 59 02 fb 00 00 00 00 
< 22:22:56.738.623        7e0      04 14 ff ff ff 00 00 00 
< 22:22:56.763.944        7e8      03 7f 14 78 00 00 00 00 
< 22:22:56.913.709        7e8      01 54 00 00 00 00 00 00 
< 22:22:57.917.621        7e0      03 19 02 8f 00 00 00 00 
< 22:22:57.934.004        7e8      03 59 02 ff 00 00 00 00 
< 22:22:58.083.254        7df      03 02 02 00 00 00 00 00 
< 22:22:58.083.738        7e8      05 42 02 00 00 00 00 00 
< 22:22:59.306.167        7df      01 07 00 00 00 00 00 00 
< 22:22:59.313.560        7e8      02 47 00 00 00 00 00 00 
< 22:23:00.498.462        7df      01 0a 00 00 00 00 00 00 
< 22:23:00.513.418        7e8      02 4a 00 00 00 00 00 00 
< 22:23:33.661.956        7e0      03 19 02 20 00 00 00 00 
< 22:23:33.691.415        7e8      03 59 02 ff 00 00 00 00 
< 22:24:36.726.239        720      03 22 f4 7f 00 00 00 00 
< 22:25:07.714.913        720      03 22 f4 7f 00 00 00 00 
  ------------------------------------------------------------
  526 - Device 0 - HS+ Interface USB 0054178 is not available.
  
  The selected device cannot be accessed, since it either doesn't exist or is occupied by another application (Error 10023 - No connection [2]).
  
  Please check the ports and connections or exit the other applications that are accessing the same port!
  Can't open device
